sku,month,unit_cost,std_daily,D_month,mean_daily,D_annual_equiv,EOQ,Recommended_Order,Safety_Stock,Reorder_Point,Cycle_Time_days,Annual_Order_Cost,Annual_Holding_Cost,Annual_Purchase_Cost,Total_Annual_Cost
SKU-05071,2,50468.490000000005,0.0,0.0,0.0,0.0,1,1,0,1,40054.2,1823.0,1823.0,166.0,3811.0
SKU-05072,2,58799.15,0.4879500364742666,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05073,2,59262.14,0.4472135954999579,0.0,0.0,0.0,1,2,2,2,36963.2,1975.0,1975.0,195.0,4145.0
SKU-05074,2,123884.67,0.6666666666666666,0.0,0.0,0.0,1,3,3,3,25565.2,2855.0,2855.0,408.0,6119.0
SKU-05075,2,50353.75,1.4557978291463824,0.0,0.0,0.2,3,7,7,7,5479.2,13323.0,13323.0,8875.0,35522.0
SKU-05076,2,2292815.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05077,2,1835828.5,0.0,0.0,0.0,0.0,1,1,0,1,43083.3,1694.0,1694.0,144.0,3532.0
SKU-05078,2,168845.33,0.5773502691896258,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05079,2,1275720.0,0.0,0.0,0.0,0.0,1,1,0,1,7966.7,9163.0,9163.0,4198.0,22524.0
SKU-05080,2,1275720.0,0.0,0.0,0.0,0.0,1,1,0,1,7966.7,9163.0,9163.0,4198.0,22524.0
SKU-05081,2,1937369.92,0.0,0.0,0.0,0.0,1,1,0,1,6464.8,11292.0,11292.0,6375.0,28959.0
SKU-05082,2,1393136.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05083,2,515587.67,2.230664042155501,0.0,0.0,0.0,1,10,10,10,12531.6,5825.0,5825.0,1697.0,13347.0
SKU-05084,2,1202464.0,0.0,0.0,0.0,0.0,1,1,0,1,8205.8,8896.0,8896.0,3957.0,21749.0
SKU-05085,2,136231.5,0.0,0.0,0.0,0.0,1,1,0,1,24379.2,2994.0,2994.0,448.0,6437.0
SKU-05086,2,509214.84,4.782857503639027,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05087,2,361088.4,0.0,0.0,0.0,0.5,2,2,0,1,1256.5,58099.0,58099.0,168776.0,284974.0
SKU-05088,2,275112.0,0.0,0.0,0.0,0.0,1,1,0,1,17155.5,4255.0,4255.0,905.0,9416.0
SKU-05089,2,1582295.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05090,2,1582295.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05091,2,1089510.25,0.5,0.0,0.0,0.0,1,3,3,3,8620.7,8468.0,8468.0,3585.0,20521.0
SKU-05092,2,810963.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05093,2,1114520.5,0.48795003647426655,0.0,0.0,0.1,1,3,3,3,2063.2,35382.0,35382.0,62596.0,133361.0
SKU-05094,2,803220.5,0.19611613513818402,0.0,0.0,0.0,1,1,1,1,10040.2,7271.0,7271.0,2643.0,17185.0
SKU-05095,2,174936.6,0.0,0.0,0.0,0.0,1,1,0,1,21513.8,3393.0,3393.0,576.0,7362.0
SKU-05096,2,7373398.56,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05097,2,3670410.14,0.7264831572567789,0.0,0.0,0.0,1,4,4,4,4696.8,15543.0,15543.0,12079.0,43164.0
SKU-05098,2,2326444.67,0.0,0.0,0.0,0.0,1,1,0,1,5899.5,12374.0,12374.0,7656.0,32404.0
SKU-05099,2,1496059.5,0.0,0.0,0.0,0.0,1,1,0,1,7356.7,9923.0,9923.0,4923.0,24769.0
SKU-05100,2,1579337.34,0.0,0.0,0.0,0.0,1,1,0,1,7160.1,10195.0,10195.0,5197.0,25588.0
SKU-05101,2,1900000.0,0.0,0.0,0.0,0.0,1,1,0,1,6528.0,11183.0,11183.0,6252.0,28618.0
SKU-05103,2,550000.0,0.5032362797401965,0.0,0.0,0.0,1,3,3,3,12133.2,6017.0,6017.0,1810.0,13843.0
SKU-05104,2,500000.0,1.0,0.0,0.0,0.0,1,5,5,5,12725.5,5737.0,5737.0,1645.0,13118.0
SKU-05105,2,638653.58,0.5477225575051662,0.0,0.0,0.0,1,3,3,3,11259.7,6483.0,6483.0,2102.0,15068.0
SKU-05106,2,549078.2,1.1381803659589922,0.0,0.0,0.0,1,5,5,5,12143.4,6011.0,6011.0,1807.0,13830.0
SKU-05107,2,850000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05108,2,68986.07,0.7071067811865476,0.0,0.0,0.0,1,4,4,4,34259.2,2131.0,2131.0,227.0,4489.0
SKU-05109,2,111937.64,0.0,0.0,0.0,0.0,1,1,0,1,26894.9,2714.0,2714.0,368.0,5797.0
SKU-05110,2,64000.0,0.0,0.0,0.0,0.0,1,1,0,1,35568.7,2052.0,2052.0,211.0,4315.0
SKU-05111,2,140113.185,0.0,0.0,0.0,0.0,1,1,0,1,24039.1,3037.0,3037.0,461.0,6535.0
SKU-05112,2,32666.67,0.0,0.0,0.0,0.0,1,1,0,1,49785.8,1466.0,1466.0,107.0,3040.0
SKU-05113,2,36232.535,0.7071067811865476,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05114,2,129398.375,0.5,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05115,2,158963.67,1.4142135623730951,0.0,0.0,0.0,1,7,7,7,22568.8,3235.0,3235.0,523.0,6992.0
SKU-05116,2,226462.625,0.0,0.0,0.0,0.0,1,1,0,1,18908.6,3861.0,3861.0,745.0,8467.0
SKU-05117,2,74860.09,4.249182927993988,0.0,0.0,0.0,1,19,19,19,32887.7,2220.0,2220.0,246.0,4686.0
SKU-05118,2,150000.0,0.0,0.0,0.0,0.0,1,1,0,1,23233.4,3142.0,3142.0,494.0,6778.0
SKU-05119,2,41526.25,1.7638342073763937,0.0,0.0,0.0,1,8,8,8,44156.7,1653.0,1653.0,137.0,3443.0
SKU-05120,2,120000.0,0.0,0.0,0.0,0.0,1,1,0,1,25975.7,2810.0,2810.0,395.0,6016.0
SKU-05121,2,654849.33,0.0,0.0,0.0,0.0,1,1,0,1,11119.6,6565.0,6565.0,2155.0,15285.0
SKU-05122,2,654849.33,0.0,0.0,0.0,0.0,1,1,0,1,11119.6,6565.0,6565.0,2155.0,15285.0
SKU-05123,2,574356.43,0.0,0.0,0.0,0.0,1,1,0,1,11873.2,6148.0,6148.0,1890.0,14187.0
SKU-05124,2,125101.33,0.0,0.0,0.0,0.0,1,1,0,1,25440.6,2869.0,2869.0,412.0,6151.0
SKU-05125,2,574356.4,0.0,0.0,0.0,0.0,1,1,0,1,11873.2,6148.0,6148.0,1890.0,14187.0
SKU-05126,2,125101.33,0.0,0.0,0.0,0.0,1,1,0,1,25440.6,2869.0,2869.0,412.0,6151.0
SKU-05127,2,514933.38,0.5773502691896258,0.0,0.0,0.0,1,3,3,3,12539.6,5822.0,5822.0,1695.0,13338.0
SKU-05128,2,600000.0,0.0,0.0,0.0,0.0,1,1,0,1,11616.7,6284.0,6284.0,1974.0,14543.0
SKU-05129,2,514933.475,0.0,0.0,0.0,0.0,1,1,0,1,12539.6,5822.0,5822.0,1695.0,13338.0
SKU-05130,2,145272.5,1.4142135623730951,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05131,2,524895.29,0.7988086367179803,0.0,0.0,0.0,1,4,4,4,12420.0,5878.0,5878.0,1727.0,13483.0
SKU-05132,2,364418.76,0.7988086367179801,0.0,0.0,0.0,1,4,4,4,14905.9,4897.0,4897.0,1199.0,10994.0
SKU-05133,2,388224.7,0.5285941398709243,0.0,0.0,0.0,1,3,3,3,14441.6,5055.0,5055.0,1278.0,11387.0
SKU-05134,2,388224.7,0.3233808333817773,0.0,0.0,0.0,1,2,2,2,14441.6,5055.0,5055.0,1278.0,11387.0
SKU-05135,2,62125.52,1.4704632455278177,0.0,0.0,0.1,2,7,7,7,7704.3,9475.0,9475.0,4489.0,23439.0
SKU-05136,2,130000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05137,2,87479.0,0.0,0.0,0.0,0.0,1,1,0,1,30423.3,2399.0,2399.0,288.0,5087.0
SKU-05138,2,147861.75,1.0,0.0,0.0,0.0,1,5,5,5,23400.8,3120.0,3120.0,487.0,6726.0
SKU-05139,2,991624.0,0.0,0.0,0.0,0.0,1,1,0,1,9036.2,8079.0,8079.0,3263.0,19420.0
SKU-05140,2,991624.0,0.0,0.0,0.0,0.0,1,1,0,1,9036.2,8079.0,8079.0,3263.0,19420.0
SKU-05141,2,2195492.0,1.0,0.0,0.0,0.0,1,5,5,5,6072.8,12021.0,12021.0,7225.0,31266.0
SKU-05144,2,128905.73,1.7677669529663689,0.0,0.0,0.1,2,8,8,8,4181.4,17458.0,17458.0,15239.0,50155.0
SKU-05145,2,240000.0,0.0,0.0,0.0,0.0,1,1,0,1,18367.6,3974.0,3974.0,790.0,8739.0
SKU-05146,2,811550.0,0.5477225575051661,0.0,0.0,0.0,1,3,3,3,9988.5,7308.0,7308.0,2671.0,17287.0
SKU-05148,2,66867.8,6.517050806884368,0.0,0.0,0.0,1,29,29,29,14924.2,4891.0,4891.0,1196.0,10979.0
SKU-05149,2,91000.0,17.887301516873794,0.0,0.0,0.2,2,78,78,78,4259.4,17138.0,17138.0,14686.0,48963.0
SKU-05150,2,135000.0,33.17278739463134,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05151,2,123983.5,0.4472135954999579,0.0,0.0,0.0,1,2,2,2,10331.0,7066.0,7066.0,2496.0,16629.0
SKU-05152,2,192511.95,0.7929614610987591,0.0,0.0,0.0,1,4,4,4,20508.3,3560.0,3560.0,634.0,7753.0
SKU-05153,2,336000.0,0.7163503994113789,0.0,0.0,0.0,1,4,4,4,15523.5,4703.0,4703.0,1106.0,10511.0
SKU-05154,2,144497.38,0.5773502691896257,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05155,2,143957.56,0.9660917830792959,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05156,2,156553.925,0.5773502691896257,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05157,2,267262.0,0.0,0.0,0.0,0.0,1,1,0,1,17405.6,4194.0,4194.0,880.0,9268.0
SKU-05158,2,267262.0,0.0,0.0,0.0,0.0,1,1,0,1,17405.6,4194.0,4194.0,880.0,9268.0
SKU-05159,2,800000.0,0.0,0.0,0.0,0.0,1,1,0,1,10060.4,7256.0,7256.0,2633.0,17145.0
SKU-05160,2,1331443.25,0.0,0.0,0.0,0.0,1,1,0,1,7798.2,9361.0,9361.0,4381.0,23104.0
SKU-05161,2,464000.0,0.0,0.0,0.0,0.0,1,1,0,1,13209.9,5526.0,5526.0,1527.0,12579.0
SKU-05162,2,560000.0,0.0,0.0,0.0,0.0,1,1,0,1,12206.3,5981.0,5981.0,1788.0,13749.0
SKU-05163,2,188550.0,0.0,0.0,0.0,0.0,1,1,0,1,67506.7,1081.0,1081.0,58.0,2221.0
SKU-05164,2,7136834.6,0.0,0.0,0.0,0.0,1,1,0,1,3368.3,21673.0,21673.0,23486.0,66832.0
SKU-05165,2,6232165.45,1.0,0.0,0.0,0.0,1,5,5,5,3604.4,20253.0,20253.0,20509.0,61014.0
SKU-05167,2,130000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05168,2,912294.0,0.0,0.0,0.0,0.0,1,1,0,1,9420.9,7749.0,7749.0,3002.0,18500.0
SKU-05169,2,1396469.0,0.0,0.0,0.0,0.0,1,1,0,1,7614.5,9587.0,9587.0,4595.0,23769.0
SKU-05170,2,683857.17,0.7928249671720917,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05171,2,806109.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05172,2,920000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05173,2,736505.4750000001,1.0880365478290537,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05174,2,586987.0,0.0,0.0,0.0,0.0,1,1,0,1,11744.8,6216.0,6216.0,1932.0,14363.0
SKU-05175,2,105424.38,0.0,0.0,0.0,0.0,1,1,0,1,27713.3,2634.0,2634.0,347.0,5615.0
SKU-05176,2,445163.0,0.4409585518440984,0.0,0.0,0.0,1,2,2,2,13486.5,5413.0,5413.0,1465.0,12291.0
SKU-05177,2,10104022.0,0.0,0.0,0.0,0.0,1,1,0,1,2830.8,25788.0,25788.0,33250.0,84825.0
SKU-05178,2,5500000.0,0.0,0.0,0.0,0.0,1,1,0,1,3836.9,19026.0,19026.0,18099.0,56151.0
SKU-05179,2,359185.5,0.0,0.0,0.0,0.0,1,1,0,1,15014.1,4862.0,4862.0,1182.0,10906.0
SKU-05180,2,358190.44,0.5,0.0,0.0,0.0,1,3,3,3,15034.9,4855.0,4855.0,1179.0,10889.0
SKU-05181,2,484697.5,0.0,0.0,0.0,0.0,1,1,0,1,12924.8,5648.0,5648.0,1595.0,12891.0
SKU-05182,2,332200.0,0.0,0.0,0.0,0.0,1,1,0,1,15612.0,4676.0,4676.0,1093.0,10445.0
SKU-05183,2,484697.5,0.0,0.0,0.0,0.0,1,1,0,1,12924.8,5648.0,5648.0,1595.0,12891.0
SKU-05184,2,1000000.0,0.0,0.0,0.0,0.0,1,1,0,1,8998.3,8113.0,8113.0,3291.0,19516.0
SKU-05185,2,1726682.25,0.0,0.0,0.0,0.0,1,1,0,1,6847.8,10660.0,10660.0,5682.0,27003.0
SKU-05186,2,1576831.77,0.5477225575051661,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05187,2,1450000.0,0.0,0.0,0.0,0.0,1,1,0,1,7472.6,9769.0,9769.0,4772.0,24310.0
SKU-05188,2,1500000.0,0.0,0.0,0.0,0.0,1,1,0,1,7347.0,9936.0,9936.0,4936.0,24808.0
SKU-05189,2,560824.45,1.4142135623730951,0.0,0.0,0.0,1,7,7,7,12015.6,6075.0,6075.0,1846.0,13996.0
SKU-05190,2,1912346.0,0.0,0.0,0.0,0.0,1,1,0,1,6506.9,11219.0,11219.0,6293.0,28731.0
SKU-05191,2,1965549.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05192,2,2250374.0,0.4472135954999579,0.0,0.0,0.0,1,2,2,2,5998.3,12170.0,12170.0,7405.0,31746.0
SKU-05193,2,2039622.5,0.0,0.0,0.0,0.0,1,1,0,1,6300.6,11586.0,11586.0,6712.0,29884.0
SKU-05194,2,1392284.0,0.0,0.0,0.0,0.0,1,1,0,1,7626.0,9573.0,9573.0,4582.0,23727.0
SKU-05195,2,2282306.0,0.0,0.0,0.0,0.0,1,1,0,1,5956.2,12256.0,12256.0,7511.0,32023.0
SKU-05196,2,3639033.5,0.0,0.0,0.0,0.0,1,1,0,1,4717.0,15476.0,15476.0,11975.0,42927.0
SKU-05197,2,2250374.0,0.5,0.0,0.0,0.0,1,3,3,3,5998.3,12170.0,12170.0,7405.0,31746.0
SKU-05198,2,2058181.67,0.0,0.0,0.0,0.0,1,1,0,1,6272.1,11639.0,11639.0,6773.0,30051.0
SKU-05199,2,1390179.0,0.0,0.0,0.0,0.0,1,1,0,1,7631.7,9565.0,9565.0,4575.0,23705.0
SKU-05200,2,2006495.4449999998,0.4472135954999579,0.0,0.0,0.0,1,2,2,2,6352.4,11492.0,11492.0,6603.0,29586.0
SKU-05201,2,3631561.0,0.0,0.0,0.0,0.0,1,1,0,1,4721.8,15460.0,15460.0,11951.0,42871.0
SKU-05202,2,2463968.0,0.0,0.0,0.0,0.0,1,1,0,1,5732.5,12735.0,12735.0,8108.0,33577.0
SKU-05203,2,2314721.67,0.0,0.0,0.0,0.0,1,1,0,1,5914.4,12343.0,12343.0,7617.0,32303.0
SKU-05204,2,2802603.5,0.0,0.0,0.0,0.0,1,1,0,1,5375.0,13581.0,13581.0,9223.0,36386.0
SKU-05205,2,2543810.5,0.0,0.0,0.0,0.0,1,1,0,1,5641.8,12939.0,12939.0,8371.0,34249.0
SKU-05206,2,2796987.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05207,2,2822554.5,0.0,0.0,0.0,0.0,1,1,0,1,5356.0,13630.0,13630.0,9288.0,36548.0
SKU-05208,2,2568774.75,0.0,0.0,0.0,0.0,1,1,0,1,5614.3,13003.0,13003.0,8453.0,34458.0
SKU-05209,2,2842638.0,0.31622776601683794,0.0,0.0,0.0,1,2,2,2,5337.0,13678.0,13678.0,9355.0,36711.0
SKU-05211,2,2714275.5,0.0,0.0,0.0,0.0,1,1,0,1,5461.7,13366.0,13366.0,8932.0,35663.0
SKU-05212,2,2495511.76,0.7071067811865476,0.0,0.0,0.0,1,4,4,4,5696.1,12816.0,12816.0,8212.0,33844.0
SKU-05213,2,2078064.0,0.5144957554275266,0.0,0.0,0.2,1,3,3,3,831.6,87786.0,87786.0,385320.0,560892.0
SKU-05214,2,1819873.46,0.5163977794943222,0.0,0.0,0.0,1,3,3,3,6670.2,10944.0,10944.0,5989.0,27877.0
SKU-05215,2,2258543.08,0.5175491695067657,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05216,2,3280427.13,0.5107539184552491,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05217,2,2275442.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05218,2,1182372.47,0.5175491695067657,0.0,0.0,0.1,1,3,3,3,1453.4,50227.0,50227.0,126138.0,226592.0
SKU-05219,2,4527272.5,0.0,0.0,0.0,0.0,1,1,0,1,4229.0,17262.0,17262.0,14898.0,49422.0
SKU-05220,2,1848928.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05221,2,1507081.5,0.0,0.0,0.0,0.0,1,1,0,1,7329.8,9959.0,9959.0,4959.0,24878.0
SKU-05222,2,2350000.0,0.7071067811865476,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05224,2,173144.25,0.7762500258061847,0.0,0.0,0.1,1,4,4,4,5319.9,13722.0,13722.0,9415.0,36859.0
SKU-05225,2,240000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05226,2,165558.5,0.31622776601683794,0.0,0.0,0.0,1,2,2,2,22114.8,3301.0,3301.0,545.0,7147.0
SKU-05228,2,194846.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05229,2,122783.0,0.0,0.0,0.0,0.0,1,1,0,1,25679.7,2843.0,2843.0,404.0,6089.0
SKU-05231,2,290000.0,0.0,0.0,0.0,0.0,1,1,0,1,16709.3,4369.0,4369.0,954.0,9692.0
SKU-05233,2,230000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05234,2,242264.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05235,2,127536.525,1.0726484571581119,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05236,2,230000.0,0.7071067811865476,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05237,2,1240000.0,0.0,0.0,0.0,0.0,1,1,0,1,8080.7,9034.0,9034.0,4081.0,22148.0
SKU-05238,2,1196971.9,0.3535533905932738,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05239,2,1366588.16,0.4472135954999579,0.0,0.0,0.0,1,2,2,2,7697.3,9484.0,9484.0,4497.0,23465.0
SKU-05240,2,600000.0,1.1547005383792515,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05241,2,2360000.0,0.0,0.0,0.0,0.0,1,1,0,1,5857.4,12463.0,12463.0,7766.0,32692.0
SKU-05243,2,699312.53,0.46291004988627577,0.0,0.0,0.0,1,3,3,3,10760.3,6784.0,6784.0,2301.0,15870.0
SKU-05244,2,1286109.19,0.0,0.0,0.0,0.0,1,1,0,1,7934.5,9200.0,9200.0,4232.0,22633.0
SKU-05245,2,957508.0,0.5345224838248488,0.0,0.0,0.0,1,3,3,3,9195.7,7938.0,7938.0,3151.0,19028.0
SKU-05246,2,848204.235,0.6454972243679028,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05247,2,1380000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05248,2,2091006.065,0.5163977794943222,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05249,2,2008140.795,0.0,0.0,0.0,0.0,1,1,0,1,6349.8,11496.0,11496.0,6608.0,29601.0
SKU-05250,2,2121959.0,0.0,0.0,0.0,0.0,1,1,0,1,6177.2,11818.0,11818.0,6983.0,30618.0
SKU-05251,2,1395625.0,0.0,0.0,0.0,0.0,1,1,0,1,7616.8,9584.0,9584.0,4593.0,23761.0
SKU-05252,2,1547000.42,0.0,0.0,0.0,0.0,1,1,0,1,7234.6,10090.0,10090.0,5091.0,25272.0
SKU-05253,2,1918287.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05254,2,1800000.0,0.0,0.0,0.0,0.0,1,1,0,1,6706.9,10884.0,10884.0,5923.0,27692.0
SKU-05255,2,2169077.5,0.0,0.0,0.0,0.0,1,1,0,1,6109.7,11948.0,11948.0,7138.0,31034.0
SKU-05256,2,1604427.5,0.0,0.0,0.0,0.0,1,1,0,1,7103.9,10276.0,10276.0,5280.0,25832.0
SKU-05257,2,1561752.0,0.5773502691896257,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05258,2,1674348.0,0.7071067811865476,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05259,2,1999895.58,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05260,2,1328487.0,0.0,0.0,0.0,0.0,1,1,0,1,7806.9,9351.0,9351.0,4372.0,23073.0
SKU-05261,2,3102570.835,0.5163977794943223,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05262,2,2273826.94,0.4472135954999579,0.0,0.0,0.0,1,2,2,2,5967.3,12233.0,12233.0,7483.0,31949.0
SKU-05263,2,2289624.75,0.7,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05264,2,2500000.0,0.0,0.0,0.0,0.0,1,1,0,1,5691.0,12827.0,12827.0,8227.0,33882.0
SKU-05265,2,1905284.79,0.49453535504684026,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05266,2,2400000.0,0.5,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05267,2,2250000.0,0.44095855184409843,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05268,2,1530969.11,0.0,0.0,0.0,0.0,1,1,0,1,7272.4,10038.0,10038.0,5038.0,25114.0
SKU-05269,2,369660.0,0.0,0.0,0.0,0.0,1,1,0,1,14799.8,4932.0,4932.0,1216.0,11081.0
SKU-05270,2,1889016.76,0.46291004988627565,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05271,2,2500000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05272,2,3498689.45,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05273,2,2508289.06,0.0,0.0,0.0,0.0,1,1,0,1,5681.6,12849.0,12849.0,8254.0,33951.0
SKU-05274,2,3357471.5,0.0,0.0,0.0,0.0,1,1,0,1,2044.7,35703.0,35703.0,63735.0,135141.0
SKU-05275,2,2527539.585,0.5,0.0,0.0,0.0,1,3,3,3,5291.9,13795.0,13795.0,9515.0,37104.0
SKU-05276,2,4274621.09,0.5773502691896258,0.0,0.0,0.0,1,3,3,3,4352.2,16773.0,16773.0,14067.0,47613.0
SKU-05277,2,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0
SKU-05279,2,1005500.67,0.8540709744729822,0.0,0.0,0.0,1,4,4,4,8973.6,8135.0,8135.0,3309.0,19579.0
SKU-05280,2,2083074.615,0.408248290463863,0.0,0.0,0.0,1,2,2,2,6234.6,11709.0,11709.0,6855.0,30273.0
SKU-05281,2,4136151.06,0.5773502691896257,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05282,2,2439212.36,0.3509312031717982,0.0,0.0,0.0,1,2,2,2,7467.9,9775.0,9775.0,4778.0,24328.0
SKU-05283,2,3548161.31,0.4879500364742666,0.0,0.0,0.0,1,3,3,3,6394.1,11417.0,11417.0,6517.0,29351.0
SKU-05284,2,3081050.16,0.5477225575051662,0.0,0.0,0.0,1,3,3,3,5126.4,14240.0,14240.0,10139.0,38619.0
SKU-05285,2,4026589.5,0.0,0.0,0.0,0.0,1,1,0,1,4484.2,16279.0,16279.0,13251.0,45809.0
SKU-05286,2,3587454.58,0.0,0.0,0.0,0.0,1,1,0,1,4750.8,15366.0,15366.0,11806.0,42537.0
SKU-05287,2,4431430.0,0.0,0.0,0.0,0.0,1,1,0,1,4274.5,17078.0,17078.0,14583.0,48739.0
SKU-05288,2,2422342.65,0.5912527648415464,0.0,0.0,0.0,1,3,3,3,5781.5,12626.0,12626.0,7971.0,33224.0
SKU-05291,2,2440503.08,0.3535533905932738,0.0,0.0,0.0,1,2,2,2,5759.9,12674.0,12674.0,8031.0,33379.0
SKU-05292,2,3354680.33,0.20851441405707477,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05293,2,4118864.045,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05294,2,3901844.335,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05295,2,3969958.0,0.0,0.0,0.0,0.0,1,1,0,1,4516.1,16164.0,16164.0,13064.0,45393.0
SKU-05298,2,98700.67,0.0,0.0,0.0,0.0,1,1,0,1,28641.7,2549.0,2549.0,325.0,5422.0
SKU-05299,2,98700.88,4.242640687119285,0.0,0.0,0.0,1,19,19,19,28641.6,2549.0,2549.0,325.0,5422.0
SKU-05300,2,77934.25,0.0,0.0,0.0,0.0,1,1,0,1,32232.5,2265.0,2265.0,256.0,4786.0
SKU-05301,2,450000.0,0.0,0.0,0.0,0.0,1,1,0,1,13413.8,5442.0,5442.0,1481.0,12365.0
SKU-05302,2,970942.0,3.40652250901056,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-05303,2,920287.9,1.4769288003552106,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
